文件,SHA256,课程,应读文字,音标,文字依据,状态,问题编号,说明,base.en 转写,tiny.en 转写,时长毫秒,起音毫秒,人工听审,审核人,审核日期,人工结论
lesson54/audio/finnish.mp3,e6c5999041a12efc62d7f68cfca0584315bb13ce475ce9408972bf87985d7add,lesson54,Finnish,,rendered-page,可解释的转写差异,,Finnish / finish 同音。 不代表人工已通过。,Finish.,Finish.,1776,240,待逐条人工听审,,,
lesson54/audio/you_re_japanese.mp3,db0017ec98946b86fa76e64b250be0295d346c46ff4dc933e31c51230612ae57,lesson54,You're Japanese.,,rendered-page,可解释的转写差异,,your / you’re 可同音；另一模型识别出 you’re。 不代表人工已通过。,Your Japanese,You're Japanese.,1776,200,待逐条人工听审,,,
soundmark/audio/bee.mp3,8e722080372d3e6e072a27ec04a8e8faa1f32fa9b6e34a9b8e6108faefe51079,soundmark,bee,,page-literal,可解释的转写差异,,bee / 字母 B 同音。 不代表人工已通过。,B,B,1080,220,待逐条人工听审,,,
soundmark/audio/flee.mp3,ddbeb77c84b4958e1383921b707097bf8d3ec57930152e6ce9b0076c73856947,soundmark,flee,,page-literal,可解释的转写差异,,flee / flea 同音。 不代表人工已通过。,Flea,flea,1776,230,待逐条人工听审,,,
soundmark/audio/flew.mp3,cd5a12fdfc28c72d8b450f580efeb3993c3f2094fdc8f467ecd52b291fd6f37b,soundmark,flew,,page-literal,可解释的转写差异,,flew / flu / flue 同音。 不代表人工已通过。,flu,Flue.,1776,210,待逐条人工听审,,,
soundmark/audio/ink.mp3,89dc5eedcb49959f8cce13fc49aa4acbf9b1c3afc58776a8b9bfa34b8c666a45,soundmark,ink,,page-literal,可解释的转写差异,,ink / Inc. 的常见读法相同。 不代表人工已通过。,Inc.,Inc.,1776,220,待逐条人工听审,,,
soundmark/audio/mat.mp3,b42d83216cf930da5eea88b6e0719db5150a9cd31f493c2fe78eb52ea63dc7d7,soundmark,mat,,page-literal,可解释的转写差异,,mat / Matt 同音。 不代表人工已通过。,Matt.,Matt.,1776,220,待逐条人工听审,,,
soundmark/audio/sea.mp3,01770736f051370cc62920c42fdca88cb92078ecee07c0bcc4bd75ae6e1e50db,soundmark,sea,,page-literal,可解释的转写差异,,sea / see / 字母 C 同音。 不代表人工已通过。,C,See,1776,220,待逐条人工听审,,,
soundmark/audio/three.mp3,3c1fe2403a609be76cfdd5e01971ae273608acecd22e0d29645c7f3a3d40abd2,soundmark,three,,page-literal,可解释的转写差异,,数字 3 / three。 不代表人工已通过。,3,Three,1776,240,待逐条人工听审,,,
soundmark/audio/too.mp3,23c4ec0fb5c935d9cdcfc77800c78fe38849b4d3ff094f81a5d8eb914e5d6a12,soundmark,too,,page-literal,可解释的转写差异,,too / two 同音。 不代表人工已通过。,Two.,Two.,1776,220,待逐条人工听审,,,
unit1-2/audio/l01-w06.mp3,ece1b6c685dad9d514eaaf8b793c43d95058bc915fc085d70a6d36c06de6d6c0,unit1-2,your,/jʊr/,audio-manifest,可解释的转写差异,,your / you’re 可同音，不能靠拼写转写判错。 不代表人工已通过。,You're...,You're.,575,70,待逐条人工听审,,,
unit11-12/audio/l11-d01.mp3,2c56c03109b33b69900c21db7ecae174a9f2f5129a756442836b4a97dd39e625,unit11-12,Whose shirt is that?,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,Who's shirt is that?,Who's shirt is that?,1322,70,待逐条人工听审,,,
unit11-12/audio/l12-b00.mp3,042a877cf23957715ab71e8dc5388ab770d5596bbad4917f2f76af6df60d46df,unit11-12,Whose is this shirt? It's Tim's. It's his shirt.,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,Who's is this shirt? It's Tim's. It's his shirt.,Whose is this shirt? It's Tim's. It's his shirt.,2898,70,待逐条人工听审,,,
unit11-12/audio/l12-b01.mp3,481873d3a9745012513adc553308bcafd51336f8f9a1a551019b5c471f554028,unit11-12,Whose is this handbag? It's Stella's. It's her handbag.,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,Who's is this handbag? It's Stella's. It's her handbag.,"Who's is this handbag? It's Stella's, it's her handbag.",3547,70,待逐条人工听审,,,
unit11-12/audio/l12-b03.mp3,fafeddd02b0300f4e97fe8304f82fc196f50f77c46125fdac0b58c5d07a543dd,unit11-12,Whose is this coat? It's Sophie's. It's her coat.,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,Who's is this coat? It's Sophie's. It's her coat.,Who's is this coat? It's Sophie's. It's her coat.,2916,70,待逐条人工听审,,,
unit11-12/audio/l12-b05.mp3,d3a6073845d2467af307c5276e2e9273bcdbdfb3f5a96a23abcebdd835a26e6e,unit11-12,Whose is this pen? It's my son's. It's his pen.,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,"Who's is this pen? It's my son's, it's his pen.","Who's is this pen? It's my son's, it's his pen.",3116,70,待逐条人工听审,,,
unit11-12/audio/l12-b06.mp3,aeddb68a86d1f1f00f84d3ec6a352bfb86679d85ac616737ba4d6d066cbe38f1,unit11-12,Whose is this dress? It's my daughter's. It's her dress.,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,Who's is this dress? It's my daughter's. It's her dress.,"Who's is this dress? It's my daughter's, it's her dress.",3183,70,待逐条人工听审,,,
unit11-12/audio/l12-b07.mp3,1ae660406b2d6f5f742afc53c2f92d64a048c24e519563355ff888c4497a9230,unit11-12,Whose is this suit? It's my father's. It's his suit.,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,"Who's is this suit? It's my father's, it's his suit.","Who's is this suit? It's my father's, it's his suit.",2958,70,待逐条人工听审,,,
unit11-12/audio/l12-b08.mp3,37242216f9f107e64f6928489dcee9f74b93b2539a3a1b0deccbed5cdaac4d1b,unit11-12,Whose is this skirt? It's my mother's. It's her skirt.,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,Who's is this skirt? It's my mother's. It's her skirt.,Who's is this skirt? It's my mother's. It's her skirt.,3056,70,待逐条人工听审,,,
unit11-12/audio/l12-b09.mp3,df9edc807b32d1cf734b028a90213afd6000fd3f385c8a3920fb5685fafab75b,unit11-12,Whose is this blouse? It's my sister's. It's her blouse.,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,Who's is this blouse? It's my sister's. It's her blouse.,"Who's is this blouse? It's my sisters, it's her blouse.",3443,70,待逐条人工听审,,,
unit11-12/audio/l12-b10.mp3,5b76d7c5a6eb31a2c7eb19eb0ce9b5455283a70ab2e79a3685cf2ad94c8a90ba,unit11-12,Whose is this tie? It's my brother's. It's his tie.,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,"Who's is this tie? It's my brother's, it's his tie.","Who's is this tie? It's my brother's, it's his tie.",2828,70,待逐条人工听审,,,
unit11-12/audio/l12-b11.mp3,367755034f3147c22a07f5aa35789b1e37cd26f440f5e722f79fb4e461932665,unit11-12,Whose is this pen? It's Sophie's. It's her pen.,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,Who's is this pen? It's Sophie's. It's her pen.,Who's is this pen? It's Sophie's. It's her pen.,2862,70,待逐条人工听审,,,
unit11-12/audio/phrase-this.mp3,3c2b9901322b0b0dd6c7812fbba35e6e85b3b2aefde9f633ff82035f433172e8,unit11-12,Whose is this shirt?,,audio-manifest,可解释的转写差异,,whose / who’s 同音；撇号等写法差异不能单独证明发音错误。 不代表人工已通过。,Who's is this shirt?,Who's is this shirt?,1314,70,待逐条人工听审,,,
unit5-6/audio/l05-w14.mp3,b6287d4c08d6d539d59f74ab620aa38e552ad9146dc60c3d119438c54f11199d,unit5-6,too,/tuː/,audio-manifest,可解释的转写差异,,too / two / 2 同音。 不代表人工已通过。,2.,Two.,568,70,待逐条人工听审,,,
unit7-8/audio/l07-w03.mp3,982a0b2b4c66860739f521acfe77b3bf6476a456bee22034506100bcba464cc1,unit7-8,are,/ɑːr/,audio-manifest,可解释的转写差异,,美式 are / 字母 R 同音。 不代表人工已通过。,R.,R.,635,80,待逐条人工听审,,,
unit9-10/audio/l09-d02.mp3,10f5a89d939cd208553b657c5b4b4932993904e4c5b1e92fea5a7e7ec17dafb0,unit9-10,"Hi, Steven.",,audio-manifest,可解释的转写差异,,Steven / Stephen 为名字拼写差异。 不代表人工已通过。,"Hi, Stephen.","Hi, Steven.",1102,70,待逐条人工听审,,,
unit9-10/audio/l09-w09.mp3,97009e774b06e0408d8d31a75639027902bd31e275d771d4fa73b3f13f5e7cae,unit9-10,see,/siː/,audio-manifest,可解释的转写差异,,see / 字母 C 同音。 不代表人工已通过。,C.,See.,650,80,待逐条人工听审,,,
unit9-10/audio/written-a-04.mp3,b9560bc6ed370c53787d3cbdf5529087b9359bed87d9b8f3593a9035578be63d,unit9-10,Steven isn't cold. He's hot.,,audio-manifest,可解释的转写差异,,Steven / Stephen 为名字拼写差异。 不代表人工已通过。,"Stephen isn't cold, he's hot.","Steven isn't cold, he's hot.",2218,80,待逐条人工听审,,,
lesson49/audio/a_piece_of_steak.mp3,b1d2412f539f5f9f418dca36a789e912af03ff0e53c2f69a02d99d70db41338e,lesson49 / unit49-50,a piece of steak,,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,A piece of steak.,未做第二模型,1800,210,待逐条人工听审,,,
lesson49/audio/are_you_a_teacher.mp3,279fd1a1682290b647ae4d528843aa6a7ea82b93b96fa3e8f2502a18b92e6ebd,lesson49 / unit49-50,Are you a teacher?,,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Are you a teacher?,未做第二模型,1680,210,待逐条人工听审,,,
lesson49/audio/are_you_at_home.mp3,ba616182ff2f5bdc44fe175392407fd300b227ce69a305f9197c2df363d0655b,lesson49 / unit49-50,Are you at home?,,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Are you at home?,未做第二模型,1632,210,待逐条人工听审,,,
lesson49/audio/are_you_busy.mp3,c1ec8300767bf364aa04c7a8e2f48df1a268eeee559b02fdb47b242d7b708b51,lesson49 / unit49-50,Are you busy?,,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Are you busy?,未做第二模型,1440,190,待逐条人工听审,,,
lesson49/audio/beef.mp3,00bcfdd7eab30a25cec276a7213cb01411a976906bbb1d2498a06f1de549167a,lesson49 / unit49-50,beef,/biːf/,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Beef.,未做第二模型,1104,250,待逐条人工听审,,,
lesson49/audio/beef_please.mp3,df65fd6ef95c2f03d4b26e9492eb515683bd56693d8d2851449d1e81750fa01d,lesson49 / unit49-50,"Beef, please.",,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"Beef, please.",未做第二模型,1824,240,待逐条人工听审,,,
lesson49/audio/butcher.mp3,cb67032ba1a651b7836df84d45021720ca31651839b2aacf5bf8883cb0dc74b4,lesson49 / unit49-50,butcher,/'bʊtʃə(r)/,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,butcher,未做第二模型,1176,210,待逐条人工听审,,,
lesson49/audio/chicken.mp3,98bd9bd2b9f0e6a08f46c6e9290bae40577f89b928877a96d3306c0eb951d0fb,lesson49 / unit49-50,chicken,/'tʃɪkɪn/,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Chicken,未做第二模型,1176,210,待逐条人工听审,,,
lesson49/audio/do_you_make_the_bed.mp3,49524dcf31026f9ea1cd194a56c9de581060a5c895fd8f9a0e5e3b7ae3353203,lesson49 / unit49-50,Do you make the bed?,,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Do you make the bed?,未做第二模型,1776,200,待逐条人工听审,,,
lesson49/audio/do_you_put_on_your_coat.mp3,73f17041a8b93b137ac5eb7628822168af46cee997b3d1359f5bdd4e17b1b925,lesson49 / unit49-50,Do you put on your coat?,,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Do you put on your coat?,未做第二模型,2112,250,待逐条人工听审,,,
lesson49/audio/do_you_sleep_well.mp3,11d1d39869a095a30c30ecc2b79eb21d6a027d3e07aa5deb1a726bc3175f3c9e,lesson49 / unit49-50,Do you sleep well?,,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Do you sleep well?,未做第二模型,1776,210,待逐条人工听审,,,
lesson49/audio/do_you_want_a_chicken_mrs_bird_they_re_very_nice.mp3,5383dd2c5cf0f6ff3915559f19d5c8c2f41fad21a8bfc85eb4bf43b4a0fbc71d,lesson49 / unit49-50,"Do you want a chicken, Mrs. Bird? They're very nice.",,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"Do you want a chicken, Mrs. Bird? They're very nice.",未做第二模型,5160,250,待逐条人工听审,,,
lesson49/audio/do_you_want_any_meat_today_mrs_bird.mp3,fda282f6801876fa70b16d1cde972b5a180aa2b13d6e8941365da1e9b0d727bc,lesson49 / unit49-50,"Do you want any meat today, Mrs. Bird?",,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"Do you want any meat today, Mrs. Bird?",未做第二模型,3480,250,待逐条人工听审,,,
lesson49/audio/either.mp3,0667de3d947dd2bf27a46ef70edefc29eaf5dbd438b095ac55345c1d8103de85,lesson49 / unit49-50,either,/'aɪðə(r)/,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Either.,未做第二模型,1152,250,待逐条人工听审,,,
lesson49/audio/fish.mp3,f5860e62741a01a712fc01ca1f42d4e109413e7c3eb7dd80049c7a818c9409d3,lesson49 / unit49-50,fish,/fɪʃ/,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Fish.,未做第二模型,1104,270,待逐条人工听审,,,
lesson49/audio/give_me_that_piece_please_and_a_pound_of_mince_too.mp3,62290c644fd77d25855385457972707ec636af46c0170bc3d8c2435c4f4a7798,lesson49 / unit49-50,"Give me that piece, please. And a pound of mince, too.",,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"Give me that piece, please, and a pound of mince, too.",未做第二模型,4728,190,待逐条人工听审,,,
lesson49/audio/he_loves_his_girlfriend_very_much.mp3,4ea374b7a4d9e2cc7f66ae4b51cc9670ba9cd155ab7aa612a0a4bde02f2c9422,lesson49,he loves his girlfriend very much,,filename-inferred,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He loves his girlfriend very much.,未做第二模型,2928,250,待逐条人工听审,,,
lesson49/audio/he_wants_a_car.mp3,23a239ef1ca091ecd62f51af7a50fc4b635123df844d4c1ac93213e68e5a7ca1,lesson49 / unit49-50,He wants a car.,,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He wants a car.,未做第二模型,1656,240,待逐条人工听审,,,
lesson49/audio/husband.mp3,7746fcc77b9bce8da17386b014b38fda7d4cf707a771316f652e569e9c78256f,lesson49 / unit49-50,husband,/'hʌzbənd/,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Husband,未做第二模型,1392,230,待逐条人工听审,,,
lesson49/audio/i_like_lamb_but_my_husband_doesn_t.mp3,28c7d6d663c685075fd91a7cfffca1f8a1becce9faf65672625afde44b92f62b,lesson49 / unit49-50,"I like lamb, but my husband doesn't.",,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"I like lamb, but my husband doesn't.",未做第二模型,3216,200,待逐条人工听审,,,
lesson49/audio/i_like_steak.mp3,5819776e408af7284344d560e6bd57d10d2ab52233dde36cb2d9fdb91e0ea094,lesson49 / unit49-50,I like steak.,,course-catalog,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,I like steak.,未做第二模型,1584,200,待逐条人工听审,,,
